,Nom,Prix,Mise_en_circulation,Première Main,Kilometrage,Carburant,Boîte de vitesse,Puissance fiscale,Puissance_din
4808,Ford Mondeo SW,35499.0,16/05/2022,1.0,0.0,,,7.0,187.0
4809,Audi A3 Sportback Nouvelle,37899.0,01/11/2022,1.0,0.0,Diesel,Boîte automatique 7 rapports,8.0,150.0
4810,Citroën C5 X,43499.0,28/10/2022,1.0,0.0,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,181.0
4811,Alfa Romeo Giulia,39799.0,07/06/2022,0.0,10.0,Diesel,Boîte automatique,10.0,190.0
4812,BMW X2,39199.0,26/02/2021,0.0,10229.0,,,10.0,190.0
4813,Renault MASTER FOURGON,38599.0,27/10/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,8.0,135.0
4814,Opel MOVANO FOURGON,37399.0,13/09/2022,1.0,0.0,,,7.0,165.0
4815,Opel MOVANO FOURGON,37399.0,27/09/2022,1.0,0.0,,,7.0,165.0
4816,Mercedes Classe A,39999.0,01/10/2022,1.0,0.0,,,8.0,150.0
4817,Skoda Kodiaq,42999.0,18/11/2022,1.0,0.0,Diesel,Boîte automatique 7 rapports,8.0,150.0
4818,Audi Q3 Sportback,42999.0,01/09/2021,0.0,30805.0,Diesel,Boîte automatique,7.0,147.0
4819,Mercedes Classe C Break,43119.0,01/04/2021,0.0,14661.0,,,11.0,194.0
4820,BMW X3,45499.0,19/09/2019,0.0,47693.0,Diesel,Boîte automatique 8 rapports,16.0,265.0
4821,BMW Série 5 Touring,44499.0,08/09/2017,0.0,40137.0,Essence,Boîte automatique 8 rapports,22.0,340.0
4822,Seat Tarraco,44131.0,01/02/2022,0.0,11000.0,,,7.0,147.0
4823,Toyota RAV 4 Nouveau,44799.0,03/01/2023,1.0,0.0,Hybride essence,Boîte automatique 1 rapport,,9.0
4824,Volvo XC60,51020.0,11/11/2021,0.0,7411.0,,,11.0,197.0
4825,DS DS9,52999.0,17/12/2021,1.0,0.0,,,13.0,225.0
4826,Volkswagen Up,8999.0,21/11/2017,0.0,55851.0,Essence,Boîte manuelle 5 rapports,3.0,60.0
4827,Audi Q5 SPORTBACK,58899.0,07/09/2022,1.0,0.0,,,9.0,163.0
4828,Renault Grand Scénic 4,18999.0,19/01/2018,0.0,92708.0,Diesel,Boîte manuelle,7.0,130.0
4829,Audi A1 CITYCARVER,24399.0,01/02/2021,0.0,10035.0,,,4.0,93.0
4830,Skoda Superb,28499.0,25/08/2020,0.0,43544.0,Diesel,Boîte automatique 7 rapports,8.0,150.0
4831,Volkswagen Tiguan Allspace,34499.0,02/08/2018,0.0,70440.0,Diesel,Boîte automatique 7 rapports,8.0,150.0
4832,Peugeot 208,10699.0,26/02/2016,0.0,63803.0,Essence,Boîte manuelle 5 rapports,4.0,68.0
4833,Peugeot 3008,14999.0,28/07/2015,0.0,77040.0,Diesel,Boîte manuelle 6 rapports,6.0,120.0
4834,Peugeot 2008,12999.0,07/06/2013,0.0,56672.0,Diesel,Boîte manuelle 6 rapports,6.0,115.0
4835,Dacia Duster,20899.0,01/11/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,6.0,100.0
4836,Renault Clio 4,11499.0,12/12/2017,0.0,91275.0,Diesel,Boîte manuelle 5 rapports,4.0,75.0
4837,Peugeot 308,13299.0,24/06/2015,0.0,107080.0,Essence,Boîte manuelle 6 rapports,6.0,130.0
4838,Dacia Sandero,13999.0,17/10/2022,0.0,2906.0,Essence,Boîte manuelle 5 rapports,4.0,67.0
4839,Citroën C3,10999.0,31/05/2016,0.0,94985.0,Diesel,Boîte manuelle 5 rapports,5.0,99.0
4840,Renault Captur,13999.0,11/10/2017,0.0,66887.0,Essence,Boîte manuelle 5 rapports,5.0,90.0
4841,Volkswagen Polo,14499.0,29/05/2018,0.0,19160.0,Essence,Boîte manuelle 5 rapports,4.0,65.0
4842,Renault Twingo 3,10499.0,27/04/2016,0.0,22442.0,Essence,Boîte manuelle 5 rapports,4.0,70.0
4843,Nissan Qashqai,19099.0,26/03/2018,0.0,85148.0,Diesel,Boîte manuelle,5.0,110.0
4844,Fiat 500,10299.0,22/01/2016,0.0,85233.0,Essence,Boîte manuelle 5 rapports,4.0,69.0
4845,Citroën C4 Cactus,14499.0,27/07/2016,0.0,39075.0,Essence,Boîte automatique 5 rapports,4.0,82.0
4846,Renault Zoé,10299.0,23/05/2016,0.0,58255.0,188 km,Électrique,,1.0
4847,Renault Clio 5,18599.0,21/11/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,5.0,90.0
4848,Renault Kadjar,16999.0,12/04/2018,0.0,91617.0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
4849,Toyota Yaris,13990.0,02/05/2019,0.0,111768.0,Hybride essence,Boîte automatique 1 rapport,3.0,75.0
4850,Toyota Yaris,14499.0,31/10/2017,0.0,98407.0,Hybride essence,Boîte automatique 1 rapport,3.0,75.0
4851,Peugeot 208 Nouvelle,21799.0,30/12/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,5.0,100.0
4852,Opel Corsa,13499.0,31/05/2019,0.0,29794.0,Essence,Boîte manuelle 5 rapports,5.0,90.0
4853,Volkswagen Golf 7,17999.0,19/03/2019,0.0,89643.0,Bio éthanol / Essence,Boîte manuelle 6 rapports,6.0,115.0
4854,Ford PUMA,25899.0,01/11/2022,1.0,0.0,Micro-hybride essence,Boîte automatique 7 rapports,6.0,125.0
4855,Opel Corsa Nouvelle,19499.0,03/11/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,5.0,100.0
4856,Peugeot 108,10299.0,27/03/2019,0.0,56652.0,Essence,Boîte manuelle 5 rapports,4.0,72.0
4857,Citroën C3 Nouvelle,16650.0,26/08/2022,1.0,0.0,Essence,Boîte manuelle 5 rapports,4.0,83.0
4858,Citroën C3 Aircross Nouveau,25699.0,03/01/2023,1.0,0.0,Essence,Boîte automatique 6 rapports,7.0,131.0
4859,Ford Fiesta,12999.0,01/05/2017,0.0,9178.0,Diesel,Boîte manuelle 5 rapports,4.0,75.0
4860,Peugeot 308 SW,15599.0,01/05/2017,0.0,82499.0,Essence,Boîte manuelle,,6.0
4861,Citroën C1,10999.0,02/02/2017,0.0,45767.0,Essence,Boîte manuelle 5 rapports,4.0,82.0
4862,Citroën C3 Aircross,18299.0,28/02/2020,0.0,24571.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
4863,Toyota C-HR,23499.0,22/11/2018,0.0,61146.0,Hybride essence,Boîte automatique 1 rapport,4.0,98.0
4864,Nissan Juke,13499.0,31/01/2017,0.0,92452.0,Essence,Boîte manuelle 6 rapports,6.0,115.0
4865,Fiat Panda,11499.0,21/07/2020,0.0,3693.0,Essence,Boîte manuelle 5 rapports,4.0,69.0
4866,Toyota Aygo,13499.0,28/09/2021,0.0,18214.0,Essence,Boîte automatique,4.0,72.0
4867,BMW Série 1,20299.0,08/04/2019,0.0,47317.0,Diesel,Boîte manuelle 6 rapports,5.0,95.0
4868,Peugeot 5008,27999.0,05/11/2019,0.0,38825.0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
4869,Audi A3 Sportback,22520.0,10/04/2019,0.0,30120.0,Essence,Boîte manuelle,6.0,116.0
4870,,,,0.0,30120.0,,,,
4871,Audi Q2,27199.0,01/08/2020,0.0,15180.0,Diesel,Boîte manuelle,7.0,147.0
4872,Seat Arona,19999.0,01/12/2021,0.0,8300.0,Essence,Boîte manuelle,4.0,88.0
4873,Mini Countryman,21999.0,12/10/2017,0.0,91285.0,Diesel,Boîte automatique 8 rapports,10.0,190.0
4874,DS DS7 CROSSBACK,29999.0,10/07/2018,0.0,60677.0,Diesel,Boîte automatique 8 rapports,9.0,180.0
4875,Volkswagen T-Cross,23512.0,31/05/2022,0.0,10.0,,,5.0,95.0
4876,Seat Ateca,23399.0,20/06/2020,0.0,67809.0,,,6.0,115.0
4877,Mercedes Classe B,24999.0,28/02/2019,0.0,37096.0,Essence,Boîte automatique 7 rapports,9.0,156.0
4878,BMW Série 2 Active Tourer,24499.0,06/04/2017,0.0,74991.0,Hybride essence rechargeable,Boîte automatique 6 rapports,5.0,136.0
4879,Citroën GRAND C4 SPACETOURER,24899.0,25/05/2021,0.0,30498.0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
4880,Skoda Kamiq,22807.0,01/03/2022,0.0,17123.0,Essence,Boîte manuelle,,5.0
4881,Lexus CT,21499.0,01/04/2017,0.0,46504.0,Hybride essence,Boîte automatique 1 rapport,5.0,99.0
4882,Opel Grandland X,22899.0,24/07/2020,0.0,58135.0,Diesel,Boîte manuelle,7.0,130.0
4883,Skoda Scala,22299.0,08/11/2021,0.0,25747.0,Essence,Boîte manuelle,,7.0
4884,Nissan Leaf,21999.0,25/03/2019,0.0,42093.0,270 km,Électrique,,4.0
4885,Peugeot 508,28699.0,01/12/2021,0.0,18370.0,Diesel,Boîte automatique 8 rapports,7.0,130.0
4886,Volkswagen Golf,26529.0,25/03/2019,0.0,29920.0,Essence,Boîte manuelle,7.0,150.0
4887,Seat Leon,25499.0,19/11/2020,0.0,39576.0,Essence,Boîte manuelle,8.0,150.0
4888,Opel Crossland,21699.0,30/08/2022,1.0,0.0,,,6.0,110.0
4889,Abarth 595,24499.0,28/12/2020,0.0,3687.0,Essence,Boîte manuelle 5 rapports,10.0,180.0
4890,Renault Kadjar Nouveau,22299.0,14/05/2019,0.0,28572.0,Essence,Boîte automatique 7 rapports,9.0,160.0
4891,Renault Arkana,35999.0,01/04/2022,1.0,0.0,Hybride essence,Boîte automatique 6 rapports,5.0,94.0
4892,Mini Clubman,27999.0,06/06/2019,0.0,21315.0,Essence,Boîte automatique 7 rapports,10.0,192.0
4893,Audi A1 Sportback,31199.0,25/11/2022,1.0,0.0,Essence,Boîte automatique 7 rapports,6.0,110.0
4894,Volkswagen T-Cross Nouveau,26499.0,01/12/2022,1.0,0.0,,,6.0,110.0
4895,Tesla MODEL 3,39499.0,08/11/2021,0.0,20178.0,448 km,Électrique,,7.0
4896,Kia Ceed,27999.0,29/06/2021,0.0,33407.0,,,5.0,141.0
4897,Skoda Octavia,26099.0,18/06/2020,0.0,25501.0,Essence,Boîte manuelle,,7.0
4898,Mercedes Classe A Nouvelle,28199.0,10/10/2018,0.0,62463.0,Diesel,Boîte automatique 7 rapports,6.0,116.0
4899,Toyota RAV4,34999.0,14/11/2019,0.0,81863.0,Hybride essence,Boîte automatique 1 rapport,9.0,177.0
4900,Peugeot 508 SW,35599.0,19/11/2019,0.0,43140.0,Essence,Boîte automatique,,12.0
4901,Kia Xceed,29199.0,07/09/2021,0.0,21785.0,Micro-hybride diesel,Boîte automatique,,7.0
4902,Audi A4 Avant,34323.0,17/06/2019,0.0,51848.0,Diesel,Boîte automatique,10.0,190.0
4903,BMW Série 3,32625.0,01/07/2019,0.0,119660.0,Essence,Boîte automatique,15.0,258.0
4904,Alfa Romeo Stelvio,30099.0,26/04/2019,0.0,68789.0,Diesel,Boîte automatique,10.0,190.0
4905,Jeep Compass,33015.0,28/02/2022,0.0,16874.0,Diesel,Boîte manuelle,7.0,131.0
4906,Skoda Karoq,33999.0,06/09/2021,0.0,22827.0,Diesel,Boîte automatique,,5.0
4907,Volkswagen Touran,36199.0,01/03/2021,0.0,37915.0,Diesel,Boîte automatique,7.0,147.0
4908,Audi Q3,39099.0,27/06/2019,0.0,54501.0,Micro-hybride essence,Boîte automatique,8.0,150.0
4909,Mercedes CLA Shooting Brake,36139.0,11/02/2021,0.0,17446.0,Diesel,Boîte automatique,8.0,150.0
4910,Mercedes GLC,36123.0,31/08/2017,0.0,79546.0,Diesel,Boîte automatique,11.0,204.0
4911,Cupra Formentor,35553.0,24/03/2022,0.0,5083.0,,,8.0,150.0
4912,Audi Q3 Nouveau,35499.0,06/06/2019,0.0,17091.0,Essence,Boîte automatique,11.0,150.0
4913,Audi A3 Sportback Nouvelle,38599.0,01/11/2022,1.0,0.0,Diesel,Boîte automatique 7 rapports,8.0,150.0
4914,Land Rover Range Rover Evoque,42599.0,09/06/2020,0.0,16172.0,Micro-hybride diesel,Boîte automatique 9 rapports,8.0,150.0
4915,Renault MASTER FOURGON,38599.0,04/07/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,8.0,150.0
4916,Alfa Romeo Giulia,40899.0,21/06/2022,0.0,10.0,Diesel,Boîte automatique,10.0,190.0
4917,Opel MOVANO FOURGON,37899.0,20/09/2022,1.0,0.0,,,7.0,140.0
4918,Volkswagen Golf 8 SW,38899.0,01/09/2021,0.0,220.0,,,7.0,147.0
4919,Citroën C5 X,46499.0,29/06/2022,1.0,0.0,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,181.0
4920,Audi Q3 Sportback,43499.0,01/12/2021,0.0,14657.0,Diesel,Boîte manuelle,7.0,147.0
4921,Mercedes Classe C Break,43151.0,14/05/2021,0.0,17045.0,,,11.0,194.0
4922,BMW X2,43923.0,31/08/2021,0.0,17904.0,,,10.0,190.0
4923,Toyota RAV 4 Nouveau,46999.0,03/01/2023,1.0,0.0,,,,9.0
4924,Skoda Kodiaq,48493.0,13/03/2020,0.0,28822.0,Diesel,Boîte automatique,,13.0
4925,Volvo XC60,51020.0,11/11/2021,0.0,20245.0,,,11.0,197.0
4926,BMW X3,55491.0,25/04/2022,0.0,1057.0,Micro-hybride diesel,Boîte automatique,10.0,190.0
4927,DS DS9,53699.0,11/03/2022,0.0,10.0,,,13.0,225.0
4928,Citroën C4 Picasso,13499.0,21/05/2015,0.0,104800.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
4929,Opel Crossland X,14999.0,05/07/2019,0.0,8515.0,Essence,Boîte manuelle 5 rapports,5.0,83.0
4930,Kia Niro,17999.0,25/09/2019,0.0,123798.0,Hybride essence,Boîte automatique 6 rapports,5.0,105.0
4931,Renault Mégane 4 Estate,18999.0,08/02/2019,0.0,39656.0,Essence,Boîte manuelle 6 rapports,7.0,140.0
4932,Toyota Yaris 4 Nouvelle,22499.0,17/02/2021,0.0,20840.0,Hybride essence,Boîte automatique 1 rapport,5.0,92.0
4933,Peugeot 208,10499.0,29/05/2013,0.0,98668.0,Essence,Boîte manuelle 5 rapports,4.0,82.0
4934,Peugeot 3008,15999.0,03/07/2015,0.0,54975.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
4935,Dacia Duster,22699.0,01/09/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,6.0,115.0
4936,Peugeot 2008,13999.0,01/03/2017,0.0,68589.0,Essence,Boîte manuelle 5 rapports,4.0,82.0
4937,Renault Clio 4,11999.0,29/03/2019,0.0,81157.0,Diesel,Boîte manuelle 5 rapports,4.0,75.0
4938,Dacia Sandero,11299.0,18/04/2014,0.0,67625.0,Essence,Boîte manuelle 5 rapports,5.0,90.0
4939,Citroën C3,11699.0,27/07/2016,0.0,75725.0,Diesel,Boîte manuelle 5 rapports,5.0,99.0
4940,Renault Captur,15799.0,26/06/2019,0.0,3060.0,Diesel,Boîte manuelle 5 rapports,5.0,90.0
4941,Volkswagen Polo,11999.0,16/03/2016,0.0,75630.0,Essence,Boîte manuelle 5 rapports,4.0,60.0
4942,Fiat 500,10999.0,16/12/2014,0.0,99488.0,Essence,Boîte manuelle 6 rapports,5.0,105.0
4943,Renault Twingo 3,11299.0,15/11/2019,0.0,12859.0,Essence,Boîte manuelle 5 rapports,4.0,75.0
4944,Renault Mégane 4,15699.0,28/11/2016,0.0,59001.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
4945,Citroën C4 Cactus,15499.0,11/10/2017,0.0,27700.0,Diesel,Boîte automatique 6 rapports,5.0,99.0
4946,Renault Zoé,13299.0,29/04/2019,0.0,23717.0,317 km,Électrique,,1.0
4947,Renault Clio 5,18999.0,06/12/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,5.0,91.0
4948,Toyota Yaris,14299.0,07/07/2020,0.0,20035.0,Essence,Boîte manuelle 5 rapports,4.0,72.0
4949,Peugeot 208 Nouvelle,21899.0,30/12/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,5.0,100.0
4950,Volkswagen Golf 7,17999.0,30/04/2019,0.0,32426.0,Essence,Boîte manuelle 6 rapports,6.0,115.0
4951,Opel Corsa,13999.0,27/09/2019,0.0,45778.0,Essence,Boîte manuelle 6 rapports,5.0,100.0
4952,Ford PUMA,26999.0,01/11/2022,1.0,0.0,Micro-hybride essence,Boîte automatique 7 rapports,6.0,125.0
4953,Opel Corsa Nouvelle,18499.0,25/10/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,5.0,100.0
4954,Peugeot 108,11999.0,27/05/2019,0.0,4457.0,Essence,Boîte manuelle 5 rapports,4.0,72.0
4955,Citroën C5 Aircross,29999.0,24/11/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,7.0,131.0
4956,Mini Mini,17299.0,17/04/2015,0.0,86935.0,Essence,Boîte automatique 6 rapports,10.0,192.0
4957,Peugeot 5008,27499.0,30/06/2020,0.0,34327.0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
4958,Audi A3 Sportback,22999.0,14/12/2016,0.0,59365.0,Essence,Boîte automatique 7 rapports,8.0,150.0
4959,Nissan Micra,14999.0,28/02/2017,0.0,7122.0,Essence,Boîte manuelle 5 rapports,5.0,90.0
4960,Skoda Fabia,15038.0,11/07/2019,0.0,24129.0,Essence,Boîte manuelle,,4.0
4961,Volkswagen Tiguan,22999.0,08/11/2018,0.0,58624.0,Essence,Boîte manuelle 6 rapports,8.0,150.0
4962,DS DS 3,15899.0,20/03/2018,0.0,54636.0,Essence,Boîte manuelle 5 rapports,5.0,110.0
4963,Citroën Berlingo,24099.0,22/07/2020,0.0,26568.0,Diesel,Boîte manuelle,,5.0
4964,Renault Captur Nouveau,22999.0,17/10/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,5.0,90.0
4965,Renault Scenic 3,13799.0,28/04/2015,0.0,73829.0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
4966,Volkswagen T-Roc,22999.0,05/06/2019,0.0,13924.0,Essence,Boîte manuelle 6 rapports,6.0,115.0
4967,Fiat Tipo,19499.0,29/06/2021,0.0,8481.0,Essence,Boîte manuelle,5.0,100.0
4968,Renault Scénic 4,20799.0,04/12/2018,0.0,34081.0,Essence,Boîte automatique 7 rapports,7.0,140.0
4969,Citroën C4,24199.0,26/08/2021,0.0,17775.0,Essence,Boîte manuelle,7.0,131.0
4970,Fiat 500C,16999.0,23/06/2020,0.0,17381.0,Essence,Boîte manuelle 6 rapports,4.0,70.0
4971,Peugeot 308 Nouvelle,29999.0,29/12/2022,1.0,0.0,Essence,Boîte automatique 8 rapports,7.0,130.0
4972,Jeep Renegade,25120.0,26/03/2021,0.0,11268.0,Essence,Boîte automatique,8.0,150.0
4973,Ford C-Max,14999.0,02/02/2017,0.0,69907.0,Diesel,Boîte manuelle 6 rapports,6.0,120.0
4974,Toyota Auris,20299.0,15/03/2017,0.0,41734.0,Hybride essence,Boîte automatique 1 rapport,4.0,98.0
4975,Kia Stonic,20999.0,29/07/2021,0.0,29325.0,Micro-hybride essence,Boîte manuelle,6.0,120.0
4976,Hyundai Tucson,21499.0,04/06/2018,0.0,49689.0,Diesel,Boîte automatique 7 rapports,7.0,141.0
4977,Kia Sportage,22999.0,09/05/2019,0.0,90208.0,Diesel,Boîte automatique 7 rapports,7.0,136.0
4978,Ford Kuga,23499.0,12/04/2017,0.0,87922.0,Diesel,Boîte automatique 6 rapports,10.0,180.0
4979,Volkswagen Golf 8,25199.0,01/12/2021,0.0,34835.0,Essence,Boîte manuelle,7.0,147.0
4980,Volkswagen Taigo,28799.0,29/09/2022,1.0,0.0,,,6.0,110.0
4981,BMW X1,26599.0,19/09/2018,0.0,61081.0,Diesel,Boîte automatique 8 rapports,8.0,150.0
4982,Citroën C4 Nouvelle,22999.0,29/10/2021,0.0,28255.0,Essence,Boîte manuelle 6 rapports,7.0,131.0
4983,BMW X1,27099.0,03/12/2018,0.0,69378.0,Diesel,Boîte automatique,8.0,150.0
4984,Ford Focus,24999.0,07/10/2021,0.0,7441.0,Micro-hybride essence,Boîte manuelle,8.0,155.0
4985,DS DS3 Crossback,27819.0,24/08/2021,0.0,24523.0,Essence,Boîte automatique,6.0,130.0
4986,Seat Arona,18999.0,09/12/2020,0.0,27232.0,Essence,Boîte manuelle,6.0,115.0
4987,Mini Countryman,21990.0,11/03/2019,0.0,80548.0,Diesel,Boîte automatique 6 rapports,8.0,150.0
4988,DS DS7 Crossback,30099.0,20/12/2018,0.0,37731.0,Essence,Boîte manuelle,7.0,130.0
4989,Audi Q2,28299.0,01/03/2021,0.0,29500.0,Essence,Boîte manuelle,7.0,147.0
4990,Mercedes GLA,28699.0,05/11/2018,0.0,58116.0,Diesel,Boîte automatique 7 rapports,10.0,170.0
4991,Opel Mokka,25752.0,14/04/2022,0.0,14926.0,Essence,Boîte automatique,7.0,131.0
4992,Seat Ibiza,22699.0,01/04/2022,0.0,4000.0,,,4.0,93.0
4993,Mercedes Classe B,25999.0,06/06/2019,0.0,32957.0,Diesel,Boîte automatique 7 rapports,6.0,116.0
4994,Skoda Kamiq,23699.0,22/07/2020,0.0,12111.0,Essence,Boîte automatique,,5.0
4995,Seat Ateca,26399.0,01/04/2018,0.0,27200.0,,,7.0,147.0
4996,Skoda Scala,22699.0,05/03/2021,0.0,27825.0,Essence,Boîte manuelle,,7.0
4997,Nissan Leaf,22499.0,16/12/2019,0.0,32895.0,270 km,Électrique,,4.0
4998,Citroën GRAND C4 SPACETOURER,26999.0,30/03/2021,0.0,29580.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
4999,Volkswagen GOLF,26399.0,10/09/2021,0.0,19107.0,Essence,Boîte manuelle,8.0,150.0
5000,Opel Crossland,22199.0,30/08/2022,1.0,0.0,,,6.0,110.0
5001,Renault Kadjar Nouveau,21999.0,07/12/2020,0.0,17089.0,Diesel,Boîte manuelle 6 rapports,6.0,115.0
5002,BMW Série 2 Active Tourer,27099.0,04/04/2018,0.0,65368.0,Diesel,Boîte automatique,10.0,190.0
5003,Renault Arkana,29999.0,29/11/2021,0.0,12108.0,Hybride essence,Boîte automatique 4 rapports,5.0,94.0
5004,Seat Leon,27499.0,11/01/2021,0.0,30802.0,Diesel,Boîte automatique 7 rapports,8.0,150.0
5005,Opel Grandland X,27699.0,29/03/2021,0.0,34144.0,Diesel,Boîte automatique 8 rapports,6.0,130.0
5006,Tesla MODEL 3,39499.0,03/09/2021,0.0,20714.0,448 km,Électrique,,7.0
5007,Skoda Octavia,26926.0,18/07/2018,0.0,44991.0,Diesel,Boîte automatique,10.0,184.0
5008,Kia Xceed,29199.0,05/09/2021,0.0,34648.0,Micro-hybride diesel,Boîte automatique,,7.0
5009,Mercedes Classe A Nouvelle,29999.0,18/12/2018,0.0,41988.0,Essence,Boîte automatique 7 rapports,7.0,136.0
5010,Toyota RAV4,36790.0,15/04/2021,0.0,41315.0,Hybride essence,Boîte automatique 1 rapport,9.0,178.0
5011,Jeep Compass,33351.0,01/12/2021,0.0,6641.0,Diesel,Boîte manuelle,7.0,130.0
5012,Alfa Romeo Stelvio,31199.0,28/08/2019,0.0,75977.0,Diesel,Boîte automatique,11.0,190.0
5013,Skoda Karoq,34331.0,08/11/2021,0.0,19077.0,Essence,Boîte automatique,,7.0
5014,BMW Série 3,33413.0,31/07/2019,0.0,59517.0,Diesel,Boîte automatique,10.0,190.0
5015,Audi Q3,40485.0,10/05/2022,0.0,11790.0,Micro-hybride essence,Boîte automatique,8.0,150.0
5016,Audi A5 Sportback,34699.0,20/03/2019,0.0,83450.0,Diesel,Boîte automatique,10.0,190.0
5017,Peugeot 508 SW,38999.0,29/06/2020,0.0,779.0,Essence,Boîte automatique 8 rapports,13.0,225.0
5018,Cupra FORMENTOR,35199.0,07/07/2022,1.0,0.0,,,8.0,150.0
5019,Mercedes GLC,37499.0,28/03/2019,0.0,67358.0,Diesel,Boîte automatique 9 rapports,10.0,170.0
5020,Volkswagen Touran,39899.0,01/01/2022,0.0,20910.0,Diesel,Boîte automatique,7.0,147.0
5021,Audi Q3 Nouveau,40999.0,01/10/2022,1.0,0.0,Micro-hybride essence,Boîte automatique 7 rapports,8.0,150.0
5022,Mercedes CLA Shooting Brake,40159.0,21/06/2021,0.0,8485.0,Diesel,Boîte automatique,8.0,150.0
5023,Renault MASTER FOURGON,38699.0,12/12/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,8.0,135.0
5024,Citroën C5 X,46899.0,31/05/2022,1.0,0.0,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,181.0
5025,Land Rover Range Rover Evoque,45499.0,27/02/2020,0.0,22950.0,Micro-hybride diesel,Boîte automatique 9 rapports,10.0,180.0
5026,Opel MOVANO FOURGON,38599.0,04/10/2022,1.0,0.0,,,7.0,165.0
5027,BMW X2,44223.0,31/08/2021,0.0,11602.0,,,10.0,190.0
5028,Audi Q3 Sportback,44999.0,01/07/2021,0.0,21205.0,Diesel,Boîte automatique,7.0,147.0
5029,Mercedes Classe C Break,43719.0,01/03/2021,0.0,22662.0,,,11.0,194.0
5030,Alfa Romeo Giulia,48832.0,10/06/2022,0.0,25.0,Essence,Boîte automatique,11.0,200.0
5031,Audi Q5,59999.0,10/03/2022,1.0,0.0,Micro-hybride diesel,Boîte automatique 7 rapports,11.0,204.0
5032,Audi Q5 SPORTBACK,59999.0,29/09/2022,1.0,0.0,,,11.0,204.0
5033,Toyota AYGO,8999.0,25/01/2016,0.0,59491.0,Essence,Boîte manuelle 5 rapports,4.0,69.0
5034,Citroën C4 Picasso,14999.0,29/03/2016,0.0,66786.0,Diesel,Boîte manuelle 6 rapports,6.0,120.0
5035,Ford Ecosport,13999.0,11/07/2017,0.0,44760.0,Essence,Boîte manuelle 5 rapports,7.0,125.0
5036,Opel Crossland X,15199.0,30/07/2020,0.0,33564.0,Essence,Boîte manuelle,5.0,83.0
5037,Audi A1 Sportback,25499.0,21/02/2019,0.0,51160.0,Essence,Boîte automatique 7 rapports,6.0,116.0
5038,Ford Ecosport,19999.0,28/03/2019,0.0,9625.0,Essence,Boîte manuelle 6 rapports,6.0,125.0
5039,Kia Ceed,18499.0,24/06/2021,0.0,19887.0,,,5.0,100.0
5040,Peugeot 208,10499.0,21/05/2015,0.0,68269.0,Essence,Boîte manuelle 5 rapports,4.0,68.0
5041,Peugeot 3008,16999.0,28/09/2016,0.0,88714.0,Diesel,Boîte manuelle 6 rapports,8.0,150.0
5042,Peugeot 2008,14299.0,19/02/2016,0.0,63011.0,Essence,Boîte manuelle 5 rapports,5.0,110.0
5043,Dacia Duster,21999.0,01/09/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,6.0,115.0
5044,Renault Clio 4,13999.0,30/08/2017,0.0,42852.0,Bio éthanol / Essence,Boîte manuelle 5 rapports,5.0,90.0
5045,Renault Clio 4,11299.0,31/01/2014,0.0,75631.0,Diesel,Boîte manuelle 5 rapports,4.0,90.0
5046,Peugeot 308,15699.0,09/04/2018,0.0,75195.0,Diesel,Boîte manuelle 6 rapports,5.0,120.0
5047,Peugeot 308,14499.0,03/08/2016,0.0,87061.0,Essence,Boîte manuelle 6 rapports,6.0,130.0
5048,Dacia Sandero,11999.0,01/09/2017,0.0,70400.0,Diesel,Boîte manuelle 5 rapports,4.0,90.0
5049,Citroën C3,12999.0,06/03/2017,0.0,45283.0,Essence,Boîte manuelle 5 rapports,4.0,82.0
5050,Renault Captur,14499.0,22/08/2018,0.0,36553.0,Diesel,Boîte manuelle 5 rapports,5.0,90.0
5051,Volkswagen Polo,15499.0,17/06/2014,0.0,32989.0,Essence,Boîte automatique 7 rapports,6.0,110.0
